,label,41_3.21,93_4.48,77_4.55,91_4.76,136_5.44,93_5.5,57_5.56,57_5.7,93_5.77,59_5.89,67_6.17,93_6.32,119_6.71,109_6.76,68_6.83,93_7.06,93_7.38,105_18.73,119_19.76,81_20.11,161_20.32,93_21.54,161_23.95,119_24.92
F09AN_1,F09,46515.67239,826167.5,184577.1409,40440.64215,83348.85001,236188.213,3970396.101,21755.77283,57820.73644,838692.4591,27809.08388,83047.38261,52769.13071,46771.70066,41770.06836,56632.80653,1.023773124,12123.93097,41385.0096,60104.74503,43697.16446,496591.2774,192697.4777,56952.2249
F09AN_2,F09,46296.59123,2039443.622,575199.3546,32296.68601,261030.2531,611647.2561,1834152.811,24806.53781,173540.9665,720094.8012,66027.77941,24622.29005,123108.8268,31470.74441,136618.6313,147992.7107,202494.2636,15136.20567,49156.61274,78368.49025,48908.09964,460789.2367,209987.2101,50441.75524
F09AU_1,F09,4463.003381,861539.0857,204795.4593,114296.1738,144512.5089,331202.4579,4143991.038,47591.15961,127716.2921,740865.0056,3988.059984,43243.18764,399012.7778,166234.8398,109409.5938,164264.2588,10699.84391,17477.54619,57014.5792,131841.6008,45201.94307,335984.3203,63592.13155,79036.19792
F09AU_2,F09,3671.406783,1458607.931,344456.5803,123444.7392,202552.1888,501452.7272,3239429.035,28937.44415,172443.5246,354301.6642,106679.8531,71171.61722,464015.7904,152177.4145,126256.7614,236614.4521,365882.6321,55306.41943,108162.1299,212763.4971,45501.8196,469094.1457,129130.1774,114864.2234
F09MB_1,F09,54143.61358,2277232.522,542202.3898,35412.58928,293152.8644,689590.5072,1772201.269,25989.87705,73578.11895,620704.8388,113026.6869,133824.3885,293614.4445,21431.15916,115424.2699,237912.1719,342433.5697,44910.87038,69061.89939,108431.0186,69288.39727,913055.4477,232008.6111,57243.01322
F09MB_2,F09,48030.61135,1651306.996,442929.592,55269.72839,252174.0606,536881.6239,2420676.982,88190.49257,61159.09659,776278.0925,82867.4291,127353.2736,148574.5368,33450.46746,160205.759,164840.2625,494140.5692,18708.46206,49554.90956,57022.39835,48448.57426,502720.6019,197901.1177,30954.64458
F09MC_1,F09,49540.89133,1982175.318,466937.657,76370.53396,268534.6647,613908.7034,2057510.435,19311.04084,244695.5107,544693.1417,121457.0799,250063.0848,211643.9133,29917.32703,150445.1106,199749.0526,426775.0888,36936.53454,65316.56012,87468.97445,72252.34274,917202.5091,261854.8064,60417.02128
F09MC_2,F09,57383.76665,1658216.321,425513.1608,38507.57271,248187.9604,552535.9612,2013597.614,16537.31116,219002.4172,358543.3508,113315.4273,130399.6887,101763.1447,35677.08674,166255.5409,172584.2674,362617.5508,12454.57608,46136.87944,55700.53203,48278.9823,454586.2952,164511.4527,20770.21569
F09MN_1,F09,75016.02831,1974143.759,466270.5302,39916.77058,246966.7179,583879.5457,2407663.572,50213.35729,278317.6257,425462.2966,77707.796,247288.9385,260143.727,22861.31496,118708.8152,154570.0554,1.017435664,27093.02928,56233.57729,73029.90938,20948.45017,480080.5821,164048.6516,36888.53595
F09MN_2,F09,53090.31214,2424075.266,398440.3085,28978.96126,313017.634,789429.4862,1809065.096,144608.7787,32769.45696,607090.0763,92084.06352,262091.2875,248428.4688,37819.72172,210677.1856,214657.7961,500658.4924,12229.92983,50779.939,66205.28715,47887.53067,459542.9288,152102.76,21229.51555
F09MU_1,F09,10051.82755,1291771.874,301934.8935,103063.1422,176560.3473,450034.3598,3811227.931,32187.61057,197836.6731,445720.3229,86043.34785,183459.8388,278227.4898,75594.84183,112388.9023,155750.6607,182117.945,22068.65514,34825.70252,11612.0668,27136.67588,189562.8925,63646.30417,49760.33085
F10AB_1,F10,34116.2522,2730030.226,625870.1038,25649.40545,415639.6338,845161.6926,2207431.795,30069.52424,1.107108113,661608.4787,88500.94945,1.063510998,547499.5025,35264.62625,178705.3033,261997.4035,895391.1674,42427.92418,75343.70473,5126.179285,96270.64744,618792.5083,262457.617,45910.22047
F10AB_2,F10,34034.61291,2605025.028,587092.7407,28175.11548,367446.3158,816311.3264,1852070.585,27097.69824,47477.22809,294622.6127,100907.6936,63162.64588,449995.4076,28436.21761,195384.4147,260985.1813,1020340.47,57199.51552,91381.41643,106386.9857,99195.07028,660870.1384,305906.7541,65914.86341
F10AC_2,F10,73668.2667,1790625.025,459458.8229,59388.16038,251279.8972,545634.9998,2142059.621,30831.28002,236943.5615,477627.0256,96587.65984,150160.5784,198028.6546,43808.29358,101796.2358,134899.5252,63908.50778,26191.19364,55695.42199,83742.59422,49692.33655,524695.8283,199293.5848,33675.44541
F10AN_1,F10,23971.70909,2173772.47,517355.0824,55399.92955,315569.698,685704.7597,1603762.893,29713.31531,38491.97565,352809.3137,130175.381,331720.3312,294168.2557,31638.63624,226795.4929,215783.4172,910387.3701,15849.15566,59773.89863,76731.59895,77032.14099,564958.5889,242811.6425,26484.58953
F10AN_2,F10,18949.80616,2370693.077,551011.5173,31063.92745,328024.0715,737243.4185,1745589.635,33258.33086,468286.3248,315733.8592,157211.2611,379283.9922,440360.9997,36399.32901,179423.4519,235519.3532,909068.8997,45760.76709,77906.72512,95019.79615,83787.86268,694410.0737,266745.3755,35700.48531
F10AU_1,F10,8690.006695,2547182.633,570848.9355,39842.74033,364328.849,803013.5537,1734224.725,32080.7397,61643.91577,442767.0769,114649.3677,534204.7069,491058.7145,41872.61776,160339.9825,310366.3667,754656.4521,39681.11295,71543.51069,127344.5555,68854.77055,548474.3669,181512.0441,73924.56709
F10AU_2,F10,10682.72396,3492629.667,840658.5402,52396.70379,461341.014,2766369.759,1465933.059,35753.67562,15931.3466,521225.1439,118903.1872,74398.51046,734587.8381,45679.98211,227002.8003,375145.6463,943651.2452,59530.56188,95915.70842,174114.5098,78902.49998,773332.9954,240731.3531,95048.10637
F10MB_1,F10,75504.38997,1828960.243,462160.7994,61839.59858,271058.9631,623313.2852,3027514.766,28189.6369,89998.54076,689445.6904,159152.8246,71892.79226,172481.2563,42106.54679,180000.0982,155626.1904,507434.1585,20837.59028,40001.181,74276.39092,24021.03575,529684.005,154557.7628,53988.32181
F10MB_2,F10,61237.43917,2373920.469,532832.5781,58323.04352,280942.5446,701411.9212,1613400.081,26790.68804,259394.1761,775074.0545,139879.101,111133.1062,348229.1555,34323.69487,197946.9357,142965.2436,50170.62088,10363.45015,28786.46156,59084.87275,29754.40834,301158.7827,90150.29241,31005.74219
F10MC_1,F10,32976.4667,1837226.856,435596.1398,42595.66243,258089.979,553913.2389,2527206.469,12576.70143,57185.62885,563456.7001,105708.7122,189674.8407,403451.754,34638.29896,202352.1711,102155.8386,40422.07382,8816.869075,29843.08717,46544.80401,33703.08768,393892.7789,84415.79177,23760.06623
F10MC_2,F10,47621.53822,1539901.589,370508.2804,42332.18439,240907.8926,499926.4389,2961395.65,48063.93742,296067.6113,421461.654,132114.7493,282371.0583,349795.4831,22447.34253,116651.8778,136483.055,193517.2663,24680.59111,41144.97549,55429.38256,45535.88717,520273.5582,172746.1177,29369.91741
F10MN_1,F10,21266.98462,2322779.534,574176.0809,42677.25579,355227.6672,784699.8392,1805175.251,21157.24783,44646.84535,304128.6037,162800.2251,544006.8738,565695.7004,33032.13128,287402.9069,250089.5968,886303.5364,31119.87724,60445.43057,88025.52167,69749.72586,651563.4239,211516.543,41441.46073
F10MN_2,F10,13867.53847,2703946.896,653855.4011,40373.88435,414048.1205,837851.8521,2183835.655,28445.43867,79332.79065,517982.0682,207174.4343,71873.77698,409349.9864,36141.80316,250538.4149,280707.9633,924773.2904,40728.04951,64639.12107,91855.47006,66675.18683,784217.3194,209579.9403,12625.31552
F10MU_1,F10,5818.881223,1910966.447,430487.3581,89182.3273,248571.3437,593929.3359,2435265.122,45621.94805,429546.6706,376913.0428,69562.62796,439970.7283,857199.4602,42236.33922,132694.8301,159922.2072,1.013719405,19676.66074,26260.59656,56244.07355,12282.89261,228518.3969,68243.81409,23745.71449
F10MU_2,F10,15084.55184,1897014.722,449404.7156,72928.07767,286217.4721,599704.8519,2482632.363,27539.4448,43290.41367,562132.5126,102564.7261,41754.05405,738894.859,56619.69148,237246.416,181962.0833,294681.9944,10270.22509,26142.85474,57910.74476,22381.67222,128352.3006,73673.55144,26375.66517
F11AB_1,F11,10292.33039,1046641.537,215111.1604,40269.97339,155803.6267,298439.5744,3798141.813,45085.86998,139365.8412,516711.3216,137632.4891,185535.7312,83139.14964,46301.39521,69299.76089,157624.4487,277046.1452,44948.38105,71403.93164,105213.7085,75974.10763,859558.4146,254359.5673,62888.93349
F11AB_2,F11,20516.50043,2109284.596,504540.0689,48580.05551,290114.8788,620972.9434,1906284.671,35411.30658,248480.6349,595086.0082,162823.4009,33370.3385,143052.6582,41449.33434,143772.0505,240863.6545,385930.2916,56341.90944,93678.27825,130396.9033,86559.1032,1079886.164,265974.888,70569.13893
F11AC_1,F11,47772.38562,1395662.651,357535.9213,34906.82918,195800.1893,417934.7332,3054445.786,24519.22626,193819.1091,697955.6263,89895.54773,352590.9178,132867.8638,37439.75193,156786.0762,133149.3813,286160.9634,16778.60904,57844.60737,70499.88931,81251.41518,817507.4724,230431.8256,52902.89882
F11AC_2,F11,30793.0655,1982830.165,466771.1486,35398.04108,272244.8138,632160.6335,1785698.216,28258.04432,257038.1635,439895.9633,143794.0827,109315.3418,180671.7041,33514.91896,150636.6,230131.899,577241.2075,70520.23332,106250.8247,134190.566,112639.1513,1280543.61,332923.331,11327.17773
F11AN_1,F11,8339.755796,1465188.231,414814.3097,42308.76816,225031.6728,476441.8345,2374347.092,23498.14252,51904.7869,371996.876,98105.09715,128247.5769,187945.732,30146.70063,126081.2377,155050.4406,448371.4519,38767.35173,64535.8219,79721.61128,65778.91855,679906.7485,212992.1801,60168.12424
F11AN_2,F11,12537.05367,2036892.659,572903.262,35266.19833,321778.3783,624274.3091,1835570.366,30797.83893,74698.72294,359116.5221,117352.2199,45354.11659,196736.0874,40226.64792,184877.8136,162648.865,366201.7309,15497.59307,58158.34618,68442.28446,64775.2055,445755.8272,152950.9286,47352.65023
F11AU_1,F11,29567.82189,1066695.651,233422.3613,45315.12243,171014.449,334174.4959,3955201.586,31596.38247,130192.5392,894127.1628,45324.62436,22932.30614,190524.0167,46829.91204,102944.3412,96075.83443,218772.7941,11623.54846,37858.73474,62433.0672,47520.9661,376715.2698,137159.0879,26712.34805
F11AU_2,F11,16135.40304,1898622.807,519848.4051,52836.96993,302851.0587,624638.3954,1985365.256,37505.60211,321141.2611,501062.7559,248003.037,139235.0274,268317.8503,51955.47721,193866.274,239866.0714,555686.7857,40300.68953,84772.33019,119731.2835,69980.34378,637134.9903,221052.7812,56018.75264
F11MB_1,F11,24054.74221,1800532.594,410297.6457,53789.59022,274500.9219,591366.7132,2999107.239,27620.90303,235214.4665,429943.2534,161256.7676,123491.0019,215138.764,35426.09442,129091.242,219386.3207,286081.4384,27844.1225,46135.53846,84621.76521,37090.85521,412491.4826,124130.8717,38710.01766
F11MB_2,F11,6491.680794,1276016.725,286597.5713,44426.04767,212599.1404,430230.4923,3582028.086,34991.7998,195976.1956,515654.2315,145560.0948,149129.7695,152733.6343,33945.93371,124893.805,126231.3706,361543.8083,17154.48421,17694.58316,24030.86056,17427.37153,315708.1152,87159.09719,19700.6445
F11MC_1,F11,18280.86469,1840764.02,465711.9893,60516.21228,301416.9645,591376.6169,1900239.066,25211.51765,258119.8492,673417.527,83372.22242,126816.6703,252115.9736,24800.06123,187721.8387,97611.22081,225547.4215,10922.71727,35446.23753,35354.07858,42173.96614,282219.4776,113650.7294,21321.72745
F11MC_2,F11,48210.36191,1308340.941,298981.1669,27208.5728,202299.1154,394672.6679,3390086.989,264995.1963,239948.7237,688739.9015,74249.72319,311825.5916,204591.0558,29338.29271,132737.7606,97416.00467,151368.6444,10008.28666,28956.20681,45047.51511,61869.04979,504073.9657,152084.6933,36974.59391
F11MN_1,F11,5463.787629,596412.9979,139267.0538,31108.8793,118207.3425,223901.5146,4196636.066,28849.22214,97783.41308,437437.4663,112940.0342,21192.47636,69364.27505,38051.64504,75619.58369,326796.2054,97348.62033,8894.70459,19817.3232,13348.76549,32243.85916,345091.7012,116653.4847,16541.3441
F11MN_2,F11,16037.95793,1619368.557,424625.4253,58982.78076,269514.0438,541318.3451,2074828.816,26478.94664,92205.95526,713762.2388,79242.96444,64705.75477,207749.4804,33186.25215,143940.9402,145274.3834,136371.6464,14186.63196,60562.49781,68377.13732,62868.941,530354.4554,139730.5576,36052.36444
F11MU_1,F11,26859.92897,1704834.626,457890.3842,76748.42523,271660.3947,593131.8905,2529765.601,38936.84687,296497.0963,495856.0456,101163.3798,235081.2385,619551.9848,58868.53938,165343.5536,215424.5752,60101.58259,38500.6159,72289.1178,128293.1638,41266.91433,465891.2164,136909.8002,61299.51106
F11MU_2,F11,21868.95194,1599862.784,390204.131,63436.43086,242485.6212,558789.1973,2483137.574,34663.97467,266401.478,463346.7837,111323.0769,201010.9791,455989.4181,57051.57701,114124.4647,183497.229,307268.9999,32768.86693,53475.67488,102723.4565,18017.32139,435339.1127,131354.4352,50682.54141
F12AB_1,F12,64518.33062,1734614.172,459761.24,49020.43859,273329.6169,595003.914,2069664.71,50178.49638,218599.7816,624996.6814,156012.2874,35198.24782,120259.863,45521.79411,112587.102,275485.6891,648596.9744,39737.14172,81399.47248,149530.5207,65220.84191,915777.1732,214287.1159,73428.64013
F12AB_2,F12,51486.53662,1865329.512,454178.5962,37732.58817,286876.4942,641735.8863,2380781.088,47466.77036,204980.7541,1008477.678,126619.3752,24417.31942,108530.7056,42636.96011,155538.3005,267691.2125,608596.5158,22345.42686,76919.47451,155464.8825,71165.09162,865525.7906,202548.7063,71411.88009
F12AC_1,F12,34718.55348,1680913.354,393230.6798,49226.84901,301731.5552,627275.399,3086270.446,43058.4869,42222.69392,573342.1932,18915.94155,22268.47739,221108.7792,42603.9553,118164.3444,208556.098,367666.907,12629.72885,67758.51361,117025.6684,57954.95659,510133.4003,174342.4058,72058.87704
F12AC_2,F12,57186.18826,1911410.983,495063.7968,45103.25666,294148.2082,648306.5104,1983147.626,45406.78963,233620.3376,569650.7894,127458.2044,63888.89829,158511.2171,40700.01041,136381.115,227810.9404,576443.9328,39943.91011,70040.97185,14957.88056,57811.22457,763976.5917,200578.7361,71562.80591
F12AN_1,F12,38370.63539,1642856.817,382242.489,39361.6095,252105.9464,526076.6628,3754043.553,59164.62512,209955.7018,517646.1868,200452.3081,111879.7782,61756.81381,40488.95071,106457.9994,221850.1286,539309.1409,46472.83715,79068.97092,152122.347,79355.36525,857982.0997,279220.7347,81493.72274
F12AN_2,F12,48308.4229,1295250.407,323154.2773,30528.54326,205660.9617,450298.0804,2402133.866,44292.68559,140699.2454,572399.2669,134197.1658,9891.656584,65732.51708,40982.0957,131840.7096,179285.7691,359873.0619,17847.33985,66521.12072,110593.2033,73281.83366,685084.8852,233444.0463,64602.82257
F12AU_1,F12,36724.56092,1063121.078,253777.5269,31723.80431,171993.1327,336933.7533,3847723.949,41304.19867,52151.14145,897628.3396,128747.8996,23655.3317,119541.073,39546.45656,78573.22462,169178.5639,524878.4065,15153.26213,47408.63006,104239.4738,44291.26485,512832.2629,181645.8282,53442.53958
F12AU_2,F12,43819.42145,1258175.314,285570.6377,40442.49704,203651.9967,428398.6753,3780628.411,40454.12123,223708.4163,933484.1111,112782.4739,520712.2765,207794.0729,47317.49843,168195.6839,155284.4797,271665.8171,19804.75126,52441.0372,107288.3979,48284.57787,528068.87,178056.7316,58835.28947
F12MB_1,F12,19960.24743,2364566.253,571493.9735,71318.26405,309105.7994,780158.0249,2985988.301,51784.24157,332650.077,433779.951,253672.8513,141858.0161,252764.1794,41357.73784,140638.8002,348158.7992,502415.3895,59178.63333,104990.3881,199179.4798,84775.90991,1037613.545,215328.3793,96189.82954
F12MC_1,F12,28007.27336,721860.6603,164895.7998,46146.25841,96281.57928,237701.1245,4290583.411,27222.64286,86272.00999,586678.2524,125889.9828,227703.0809,103833.3784,53735.39225,63551.38707,77866.28805,1.050981836,9335.925723,31717.29889,59375.92677,32959.41166,426517.85,122163.4449,50282.38491
F12MC_2,F12,15098.83121,1551044.915,354289.5517,66418.52538,302595.0802,558466.175,3405058.657,48548.82698,226887.6752,466972.398,157076.7532,74055.40251,161650.3266,45324.86169,102206.4296,239703.0502,475579.3243,27862.83791,53032.96776,107326.8921,48003.39428,642784.1178,166466.4031,58577.99071
F12MN_1,F12,29780.63266,1926475.573,487633.2049,59298.87241,270521.2056,626576.3374,1918061.519,46871.45111,237157.3905,796845.3926,202768.2662,233487.6881,235092.2473,38539.78512,221051.8847,239115.4993,371806.0746,24184.55864,56038.10351,95538.15656,56254.41887,673411.4096,144452.8726,22538.36977
F12MN_2,F12,8763.384872,1727372.665,407740.6463,51511.38974,271151.2139,588193.7089,3584956.231,49730.72161,260509.938,552816.3378,150928.9583,276261.2152,331227.3495,38996.77509,152690.6909,215364.3159,669279.4269,38908.25709,61136.17596,104198.9415,55406.2883,807638.1732,186331.6719,55259.55061
F12MU_1,F12,16203.32556,2063921.492,473546.5668,82037.11782,276393.7747,619975.2073,2077339.74,44943.69811,55366.07584,825934.906,176313.2094,496197.5538,515292.8994,55495.26602,226777.7732,279509.3256,110568.6722,12553.77483,34074.5686,102930.8729,31620.79765,182697.6799,54484.89691,23460.75278
F12MU_2,F12,9161.862556,1970790.671,462566.0884,79617.16562,253492.1048,604733.7848,2292069.306,42266.94586,313431.84,867481.4466,152737.5646,451971.5605,672636.9977,47500.42088,212880.405,241241.2287,1.013522589,21261.99333,38733.87977,110385.5857,38980.29687,234779.9066,74390.00184,42147.35171
